,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,LotArea,LotFrontage,BsmtFinSF1,BsmtUnfSF,OverallQual,GrLivArea,ExterQual,KitchenQual,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,Id,SalePrice,clusters
1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10991,89.0,0,1571,8,1571,3,3,3,722,1571,1571,2,7,2007,2007,1376,239000,1
1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6292,52.0,384,384,6,790,2,2,1,160,768,790,1,4,1930,1950,1377,91000,0
1377,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10998,60.0,408,156,5,1604,2,2,2,660,984,984,2,6,1941,1960,1378,117000,0
1378,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1953,21.0,309,174,6,987,2,2,1,264,483,483,1,5,1973,1973,1379,83000,0
1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9735,73.0,0,384,5,1394,2,3,2,400,384,754,2,7,2006,2007,1380,167500,3
1380,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8212,45.0,203,661,3,864,2,2,1,200,864,864,1,5,1914,1950,1381,58500,0
1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7200,60.0,0,596,7,1762,2,3,2,576,596,998,1,8,1920,1950,1383,157000,0
1384,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9060,60.0,204,356,6,1258,2,2,1,280,560,698,1,6,1939,1950,1385,105000,0
1385,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5436,40.0,735,61,4,1154,2,3,1,240,796,796,1,7,1922,2007,1386,125500,0
1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16692,80.0,790,133,7,2784,2,3,2,564,1392,1392,3,12,1978,1978,1387,250000,1
1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8520,60.0,168,0,6,2526,2,3,1,216,714,1664,2,10,1916,1950,1388,136000,0
1388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14892,42.0,1320,426,9,1746,4,4,3,758,1746,1746,2,7,2006,2007,1389,377500,2
1389,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000,60.0,375,360,6,1218,2,2,2,440,735,869,1,6,1941,1950,1390,131000,0
1390,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9100,70.0,1400,125,7,1525,3,3,2,541,1525,1525,2,6,2000,2000,1391,235000,1
1391,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8944,65.0,0,1584,5,1584,2,2,3,792,1584,1584,2,8,1967,1967,1392,124000,0
1392,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7838,68.0,769,95,5,900,2,2,1,288,864,900,1,6,1967,1967,1393,123000,0
1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10800,60.0,0,482,6,1912,2,2,2,672,482,1221,2,7,1905,2000,1394,163000,3
1394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4045,53.0,1070,286,7,1500,3,3,3,648,1356,1500,2,6,2006,2006,1395,246578,1
1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12665,88.0,0,1094,8,2482,3,3,3,642,1094,1133,2,9,2005,2006,1396,281213,1
1397,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6120,51.0,0,939,5,1513,2,2,1,180,939,939,1,8,1920,2004,1398,137500,0
1398,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7200,60.0,180,676,5,1904,2,2,1,240,1208,1136,1,7,1950,1982,1399,138000,0
1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6171,51.0,264,712,6,1608,2,3,1,216,976,1160,2,7,1925,1990,1400,137450,0
1400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6000,50.0,0,862,6,1158,2,2,1,208,862,950,1,5,1929,1950,1401,120000,0
1401,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7415,62.0,759,80,6,1593,2,2,2,398,839,864,2,8,2004,2004,1402,193000,3
1402,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6762,64.0,0,1286,7,1294,3,3,2,662,1286,1294,2,6,2006,2006,1403,193879,3
1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15256,49.0,929,556,8,1464,3,3,3,754,1485,1464,2,6,2007,2007,1404,282922,1
1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10410,60.0,0,672,3,1214,2,2,3,936,672,694,1,6,1915,1950,1405,105000,0
1405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3842,44.0,1373,221,8,1646,3,3,2,482,1594,1646,2,5,2004,2005,1406,275000,1
1406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8445,70.0,656,112,5,768,2,2,2,396,768,768,1,5,1972,2007,1407,133000,0
1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7740,60.0,0,622,4,1363,2,2,2,528,622,741,1,6,1910,1950,1409,125500,0
1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20544,46.0,0,791,7,2093,2,2,2,542,791,1236,2,7,1986,1991,1410,215000,1
1410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12420,79.0,666,278,7,1840,3,3,2,622,944,944,2,6,2001,2001,1411,230000,1
1411,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9600,80.0,120,736,6,1668,2,2,1,271,856,1112,1,6,1950,2005,1412,140000,0
1412,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7200,60.0,0,0,4,1040,2,2,2,420,0,1040,2,6,1949,1950,1413,90000,0
1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10994,88.0,976,868,8,1844,3,3,2,620,1844,1844,2,7,2005,2006,1414,257000,1
1414,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13053,64.0,0,833,6,1848,2,3,2,370,833,1053,1,8,1923,2000,1415,207000,3
1415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3635,51.0,988,398,7,1569,3,3,3,660,1386,1569,2,7,2007,2007,1416,175900,3
1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11340,60.0,0,777,4,2290,2,2,2,560,777,1246,2,11,1885,1950,1417,122500,0
1418,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9204,71.0,25,247,5,1144,2,2,1,336,1144,1144,1,6,1963,1963,1419,124000,0
1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11700,90.0,404,304,6,1416,2,2,2,776,708,708,2,7,1968,1968,1421,179900,3
1421,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4043,53.0,360,709,6,1069,2,2,2,440,1069,1069,2,4,1977,1977,1422,127500,0
1422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4435,37.0,686,162,6,848,3,3,2,420,848,848,1,3,2003,2003,1423,136500,0
1425,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10721,80.0,0,1252,6,1252,3,3,2,528,1252,1252,1,7,1959,1959,1426,142000,0
1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10944,81.0,1000,223,7,2127,3,3,2,525,1223,1223,2,5,1994,1994,1427,271000,1
1427,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10930,60.0,580,333,5,1558,2,2,1,288,913,1048,1,6,1945,1950,1428,140000,0
1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7200,60.0,510,278,5,804,2,3,1,240,788,804,1,4,1940,1992,1429,119000,0
1430,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21930,60.0,0,732,5,1838,3,2,2,372,732,734,2,7,2005,2005,1431,192140,3
1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10800,60.0,0,656,4,968,2,2,1,216,656,968,2,5,1927,2007,1433,64500,0
1433,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10261,93.0,0,936,6,1792,2,2,2,451,936,962,2,8,2000,2000,1434,186500,3
1434,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17400,80.0,936,190,5,1126,2,2,2,484,1126,1126,2,5,1977,1977,1435,160000,0
1435,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8400,80.0,0,1319,6,1537,3,3,2,462,1319,1537,1,7,1962,2005,1436,174000,3
1436,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9000,60.0,616,248,4,864,2,2,2,528,864,864,1,5,1971,1971,1437,120500,0
1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12444,96.0,1336,596,8,1932,4,4,3,774,1932,1932,2,7,2008,2008,1438,394617,2
1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7407,90.0,600,312,6,1236,2,2,2,923,912,1236,1,6,1957,1996,1439,149700,0
1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11584,80.0,315,114,7,1725,2,2,2,550,539,1040,2,6,1979,1979,1440,197000,3
1440,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11526,79.0,0,588,6,2555,2,2,2,672,588,1423,2,11,1922,1994,1441,191000,3
1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11003,85.0,765,252,10,2007,4,4,3,812,1017,1026,2,10,2008,2008,1443,310000,2
1444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8500,63.0,0,1422,7,1422,3,3,2,626,1422,1422,2,7,2004,2004,1445,179600,3
1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8400,70.0,187,0,6,913,2,2,1,240,814,913,1,6,1966,1966,1446,129000,0
1447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000,80.0,1079,141,8,2090,3,3,2,556,1220,1220,2,8,1995,1996,1448,240000,1
1448,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11767,70.0,0,560,4,1346,2,2,1,384,560,796,1,6,1910,2000,1449,112000,0
1449,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533,21.0,553,77,5,630,2,4,0,0,630,630,1,3,1970,1970,1450,92000,0
1450,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,60.0,0,896,5,1792,2,2,0,0,896,896,2,8,1974,1974,1451,136000,0
1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9262,78.0,0,1573,8,1578,3,4,3,840,1573,1578,2,7,2008,2009,1452,287090,1
1452,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3675,35.0,547,0,5,1072,2,2,2,525,547,1072,1,5,2005,2005,1453,145000,0
1453,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17217,90.0,0,1140,5,1140,2,2,0,0,1140,1140,1,6,2006,2006,1454,84500,0
1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7500,62.0,410,811,7,1221,3,3,2,400,1221,1221,2,6,2004,2005,1455,185000,3
1455,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7917,62.0,0,953,6,1647,2,2,2,460,953,953,2,7,1999,2000,1456,175000,3
1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13175,85.0,790,589,6,2073,2,2,2,500,1542,2073,2,7,1978,1988,1457,210000,3
1457,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9042,66.0,275,877,7,2340,4,3,1,252,1152,1188,2,9,1941,2006,1458,266500,1
1458,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9717,68.0,49,0,5,1078,2,3,1,240,1078,1078,1,5,1950,1996,1459,142125,0
1459,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9937,75.0,830,136,5,1256,3,2,1,276,1256,1256,1,6,1965,1965,1460,147500,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10382,90.18004692881718,859,216,7,2090,2,2,2,484,1107,1107,2,7,1973,1973,8,200000,3
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12968,80.36589427158849,737,175,5,912,2,2,1,352,912,912,1,4,1962,1962,13,144000,0
14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10920,90.63377611911874,733,520,6,1253,2,2,1,352,1253,1253,1,5,1960,1960,15,157000,0
16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11241,63.53997196806254,578,426,6,1004,2,2,2,480,1004,1004,1,5,1970,1970,17,149000,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8246,67.61521266520073,188,204,5,1060,2,3,1,270,1060,1060,1,6,1968,2001,25,154000,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8544,65.78710117041183,0,1228,5,1228,2,3,1,271,1228,1228,1,6,1966,2006,32,149350,0
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9180,58.624123613029184,747,0,5,884,2,3,2,504,840,884,1,5,1983,1983,43,144000,0
43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9200,56.85534562186832,280,167,5,938,2,2,1,308,938,938,1,5,1975,1980,44,130250,0
50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13869,88.11602233354036,182,612,6,1470,2,2,2,388,794,794,2,6,1997,1997,51,177000,3
64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9375,73.58386063020859,739,318,7,2034,2,3,2,645,1057,1057,2,8,1997,1998,65,219500,1
66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19900,102.34046172095654,912,1035,7,2207,2,2,2,576,1947,2207,2,7,1970,1989,67,180000,3
76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8475,70.3222276478011,228,724,4,952,2,2,1,283,952,952,1,4,1956,1956,77,135750,0
84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8530,66.80206914406105,0,384,7,1474,2,2,2,400,384,804,2,7,1995,1996,85,168500,3
95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9765,82.39601811481236,310,370,6,1470,4,2,2,420,680,680,2,6,1993,1993,96,185000,3
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10603,78.77188753400976,1200,410,6,1610,2,3,2,480,1610,1610,2,6,1977,2001,101,205000,3
104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7758,71.18106866191087,224,816,7,1818,2,2,1,240,1040,1226,1,7,1931,1950,105,169500,3
111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7750,63.467736178157914,250,134,7,1430,2,2,2,400,384,774,2,7,2000,2000,112,180000,3
113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21000,111.07095985904921,35,905,6,2259,2,3,2,450,1809,2259,2,7,1953,1953,114,217000,1
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11616,79.83636159388371,170,252,5,1092,2,2,1,288,1092,1092,1,6,1962,1962,117,139000,0
120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21453,71.75073731471056,938,0,6,988,2,2,2,540,938,988,1,4,1969,1969,121,180000,3
126,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4928,49.85413960987834,120,958,6,958,2,2,2,440,1078,958,2,5,1976,1976,127,128000,0
131,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12224,91.59563711902788,695,297,6,2054,3,3,2,390,992,1022,2,7,2000,2000,132,244000,1
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6853,52.97256836117537,1005,262,8,1296,3,3,2,471,1267,1296,2,6,2001,2002,134,220000,1
136,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10355,91.52001392181378,695,519,5,1214,2,2,1,318,1214,1214,2,5,1967,1967,137,143000,0
147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9505,57.71727516229691,0,884,7,2035,3,3,2,434,884,884,2,8,2001,2001,148,222500,1
149,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6240,54.223368222719365,0,896,5,1344,2,2,1,240,896,896,1,7,1936,1950,150,115000,0
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14803,60.65670809939759,416,409,6,1993,2,2,2,495,825,1097,2,8,1971,1971,153,190000,3
153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13500,83.47193252707598,429,93,6,1252,2,2,2,564,1602,1252,1,4,1960,1975,154,235000,1
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11120,63.96330862213352,660,572,6,1232,2,2,2,516,1232,1232,2,6,1984,1984,161,162500,3
166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10708,79.77805192038768,379,470,5,1867,3,2,1,303,1617,1867,1,7,1955,1993,167,190000,3
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16669,113.60568473862682,0,1686,8,1707,3,2,2,511,1686,1707,2,6,1981,1981,170,228000,1
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12358,73.29770784595081,360,360,5,1382,2,2,2,660,720,854,1,7,1941,1950,171,128500,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13650,81.54141636978991,57,554,5,1920,3,3,2,451,1052,1252,2,8,1958,1958,178,172500,3
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2117,25.80019053660265,436,320,6,1525,3,3,2,440,756,769,2,5,2000,2000,181,177000,3
186,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9947,69.16574440608484,611,577,7,1217,2,3,2,497,1188,1217,2,6,1990,1991,187,173000,3
191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7472,60.07672814551291,626,99,7,1479,2,3,2,484,725,725,1,7,1972,2004,192,184000,3
203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4438,41.2128085842609,662,186,6,848,3,3,2,420,848,848,1,3,2004,2004,204,149000,0
207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12493,83.51184535366812,419,375,4,1100,2,2,1,312,1100,1100,1,6,1960,1960,208,141000,0
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14364,76.43502780669331,1065,92,7,2062,3,2,2,454,1157,1180,2,7,1988,1989,209,277000,1
214,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10900,70.24644667189501,378,311,6,1392,2,2,1,299,689,689,1,6,1977,1977,215,161750,3
218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15660,100.4441603141328,341,457,7,1954,3,3,2,431,798,1137,1,8,1939,2006,219,311500,2
221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8068,66.75752668279232,0,1010,6,2267,3,3,2,390,1010,1010,2,8,2002,2002,222,200000,3
234,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7851,63.241181252897526,625,235,6,1960,3,3,2,440,860,860,2,8,2002,2002,235,216500,3
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9453,61.83866375589492,402,594,7,1744,3,3,2,457,996,1014,2,7,1993,2003,238,194500,3
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8880,73.11159755143542,695,253,7,2110,3,3,2,463,948,1222,2,8,1994,2002,245,205000,3
249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,159000,147.3748470049476,697,747,6,2144,3,3,2,389,1444,1444,2,7,1958,2006,250,277000,2
269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7917,74.0785777079217,751,392,6,1113,2,2,1,504,1143,1113,1,6,1976,1976,270,148000,0
